Society,City/Site,Region,Polity,Year,Latitude,Longitude,Income Gini,Wealth Gini,Sources
,,Anatolia,,1590,39.55,32.51,,0.62,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Bursa,,,1590,40.11,29.03,,0.73,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Manisa,,,1590,38.37,27.26,,0.5,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,,Anatolia,,1630,39.55,32.51,,0.63,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Bursa,,,1630,40.11,29.03,,0.66,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Manisa,,,1630,38.37,27.26,,0.58,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,,Anatolia,,1670,39.55,32.51,,0.68,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Bursa,,,1670,40.11,29.03,,0.62,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Manisa,,,1670,38.37,27.26,,0.6,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,,Anatolia,,1710,39.55,32.51,,0.75,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Bursa,,,1710,40.11,29.03,,0.8,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Diyarbakır,,,1710,37.91,40.24,,0.78,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Kayseri,,,1710,38.43,35.29,,0.5,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Manisa,,,1710,38.37,27.26,,0.7,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,,Anatolia,,1750,39.55,32.51,,0.63,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Bursa,,,1750,40.11,29.03,,0.78,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Diyarbakır,,,1750,37.91,40.24,,0.75,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Kayseri,,,1750,38.43,35.29,,0.55,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Manisa,,,1750,38.37,27.26,,0.65,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,,Anatolia,,1790,39.55,32.51,,0.75,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Bursa,,,1790,40.11,29.03,,0.76,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Diyarbakır,,,1790,37.91,40.24,,0.72,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Kayseri,,,1790,38.43,35.29,,0.6,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
,Manisa,,,1790,38.37,27.26,,0.68,https://www.semanticscholar.org/paper/Wealth-and-inequality-in-Ottoman-lands-in-the-early-Canbakal-Filiztekin/66595b39c32cf9437cbc8fc990651b311c01c18b
